epoch,loss,val_loss
0,0.01231485977768898,0.028964689001441002
1,0.0030749982688575983,0.002193737542256713
2,0.0009913855465129018,0.0030376471113413572
3,0.0007193538476713002,0.0012180557241663337
4,0.0005224043852649629,0.0009938660077750683
5,0.0004508220299612731,0.00012072086246917024
6,0.0003687759453896433,9.037229756359011e-05
7,0.00035450104041956365,0.000405987782869488
8,0.00033189181704074144,0.00022940622875466943
9,0.00032320228638127446,3.1220013624988496e-05
10,0.00030379812233150005,5.301728015183471e-05
11,0.00027623208006843925,0.00014087738236412406
12,0.0002831002348102629,8.665992208989337e-05
13,0.00026516185607761145,0.000152731838170439
14,0.0002647733490448445,3.2385531085310504e-05
15,0.0002478901296854019,7.734954851912335e-05
16,0.00023633975069969893,2.647220935614314e-05
17,0.00026092265034094453,4.375196294859052e-05
18,0.0002297716127941385,4.6161414502421394e-05
19,0.00020679908629972488,0.0001583994599059224
20,0.00022178905783221126,3.745696085388772e-05
21,0.00021824133000336587,2.9925542548880912e-05
22,0.00021445997117552906,0.00021049930364824831
23,0.00021346285939216614,4.4164051359985024e-05
24,0.00019880293984897435,0.00021169365209061652
25,0.00020184923778288066,0.0002447764854878187
26,0.00019536646141204983,5.976933243800886e-05
27,0.00017785848467610776,5.424505434348248e-05
28,0.00017531921912450343,3.632848529377952e-05
29,0.00016860311734490097,3.362734059919603e-05
30,0.00017649710935074836,2.8395104891387746e-05
31,0.00018216390162706375,3.36857556249015e-05
32,0.00016338472778443247,5.1265964430058375e-05
33,0.00015550601528957486,0.00019096345931757241
34,0.0001757091231411323,0.0002957408723887056
35,0.0001698248670436442,0.00012298155343160033
36,0.00016144037363119423,3.350903352838941e-05
37,0.00015081220772117376,3.843519516522065e-05
38,0.00015445021563209593,2.802625203912612e-05
39,0.00013534612662624568,4.2299696360714734e-05
40,0.0001345127820968628,8.29207492643036e-05
41,0.00013429853424895555,5.836302079842426e-05
42,0.0001368069788441062,3.2696039852453396e-05
43,0.00013566689449362457,3.5886063415091485e-05
44,0.0001300601870752871,7.937704504001886e-05
45,0.0001319933944614604,2.8066278900951147e-05
46,0.00012703819083981216,2.2579277356271632e-05
47,0.00013495961320586503,2.1670641217497177e-05
48,0.0001229694316862151,5.952531864750199e-05
49,0.00012195691670058295,3.079590533161536e-05
50,0.00013469583063852042,4.4316784624243155e-05
51,0.0001273270754609257,2.807998680509627e-05
52,0.00012571380648296326,2.8684211429208517e-05
53,0.0001329071819782257,3.1182462407741696e-05
54,0.00012117962614865974,0.00012515335401985794
55,0.0001591535547049716,3.322786506032571e-05
56,0.00012753151531796902,2.024895729846321e-05
57,0.00011726368393283337,2.5931434720405377e-05
58,0.00010601440590107813,2.842422873072792e-05
59,9.771337499842048e-05,2.8825650588260032e-05
60,0.00010014189319917932,6.379946717061102e-05
61,0.00010434961586724967,0.00014313249266706407
62,0.00011024990089936182,0.0002384488470852375
63,0.00012000060814898461,0.00010285191820003092
64,0.00011204395559616387,4.430245826370083e-05
65,0.0001090117875719443,3.508920781314373e-05
66,9.769151074578986e-05,0.000236788546317257
67,0.00014016302884556353,0.00019032004638575017
68,0.00012116824655095115,0.00013747696357313544
69,9.736361971590668e-05,6.576407758984715e-05
70,0.00010124831169378012,2.1127209038240835e-05
71,0.00010208738240180537,0.00014785467647016048
72,0.00010537505295360461,0.00012500448792707175
73,0.00010864606156246737,4.833368802792393e-05
74,9.757326915860176e-05,7.996715430635959e-05
75,0.00010724396997829899,3.4561358916107565e-05
76,0.00010512570588616654,3.106837903033011e-05
77,9.105940989684314e-05,4.078211713931523e-05
78,9.051382221514359e-05,2.832447898981627e-05
79,8.417190110776573e-05,2.224678610218689e-05
80,8.378338679904118e-05,3.3701053325785324e-05
81,8.556575630791485e-05,8.85340414242819e-05
82,8.472929039271548e-05,2.4835826479829848e-05
83,8.442562830168754e-05,1.8545642888057046e-05
84,8.53294986882247e-05,2.2147170966491103e-05
85,8.155441173585132e-05,4.978595461579971e-05
86,8.913037891034037e-05,9.992830018745735e-05
87,9.245079127140343e-05,3.359996117069386e-05
88,9.09142181626521e-05,3.179873601766303e-05
89,8.781049109529704e-05,2.0329396647866815e-05
90,8.118480764096603e-05,3.068692240049131e-05
91,8.386885019717738e-05,2.3870807126513682e-05
92,7.765837654005736e-05,4.170762258581817e-05
93,7.794907287461683e-05,2.788692836475093e-05
94,7.834823918528855e-05,3.451751035754569e-05
95,7.164381531765684e-05,1.8051787264994346e-05
96,7.294297392945737e-05,1.5150894796533976e-05
97,8.200106822187081e-05,4.029319097753614e-05
98,8.28250776976347e-05,1.981133027584292e-05
99,7.690219354117289e-05,4.307489871280268e-05
